	ch11.jpg	ch12.jpg	ch13.jpg	ch14.jpg	ch15.jpg	ch21.jpg	ch22.jpg	ch23.jpg	ch24.jpg	ch25.jpg	cc11.jpg	cc12.jpg	cc13.jpg	cc14.jpg	cc21.jpg	cc22.jpg	cc23.jpg	cc24.jpg	pa11.jpg	pa12.jpg	pa13.jpg	pa14.jpg	pa21.jpg	pa22.jpg	pa23.jpg	pa24.jpg
GgT_Gabor_entrop_s_0.02_theta_2.3562	0.939988	0.939643	0.939176	0.936932	0.93743	0.937681	0.942548	0.938155	0.93628	0.935688	0.940033	0.941556	0.942004	0.940915	0.94307	0.940381	0.939718	0.937772	0.929042	0.92221	0.938405	0.936248	0.936719	0.925285	0.927057	0.927934
GgT_Gabor_energ_s_0.04_theta_0	1110.65	1204.86	1380.42	1251.15	1417.33	1259.44	1466.97	1438.35	975.7	1274.93	1713.39	1865.03	2187.89	1658.21	1756.03	1670.61	1723.14	1518.76	1295.97	1303.8	1306.39	1255.14	1550.15	653.693	1092	1061.22
GgT_Gabor_entrop_s_0.04_theta_0	0.898639	0.901745	0.906015	0.904498	0.911875	0.904345	0.901685	0.899717	0.898155	0.909998	0.913915	0.917051	0.920465	0.910035	0.926968	0.913309	0.921653	0.91476	0.910692	0.904381	0.914826	0.914158	0.916392	0.902619	0.899346	0.901161
GgT_Gabor_energ_s_0.04_theta_0.7854	479.701	421.353	581.193	703.655	710.411	703.808	581.174	436.147	380.597	615.218	1100.48	1069.39	1217.96	797.521	1073.45	1064.52	1025.37	977.833	656.927	733.284	975.09	647.646	788.682	506.966	480.63	535.698
GgT_Gabor_entrop_s_0.04_theta_0.7854	0.927565	0.936693	0.937927	0.922109	0.938864	0.930172	0.937508	0.929512	0.935174	0.932363	0.94089	0.937126	0.93872	0.934806	0.941679	0.93428	0.93681	0.938588	0.927716	0.928099	0.933545	0.931	0.93382	0.91342	0.919691	0.922077
GgT_Gabor_energ_s_0.04_theta_1.5708	1314.41	1170.31	1160.9	1209.75	1516.61	1239.51	1382.93	1029.93	1033.29	1284.12	1852.71	2058.42	1638.96	1696.01	1723.38	1739.58	1599.96	1740.14	1311.93	1409.63	1432.98	1184.91	1445.53	814.943	1131.51	1136.68
GgT_Gabor_entrop_s_0.04_theta_1.5708	0.888326	0.89581	0.901199	0.902942	0.917389	0.906008	0.898622	0.894955	0.900598	0.907443	0.925949	0.91595	0.9152	0.915353	0.927344	0.916813	0.917525	0.916615	0.900924	0.904924	0.919599	0.912811	0.915158	0.907361	0.89447	0.906786
GgT_Gabor_energ_s_0.04_theta_2.3562	437.241	660.481	550.801	517.127	845.034	540.129	555.779	451.266	496.908	585.168	1094.44	1262.95	961.097	947.054	1269.66	894.672	1031.24	886.557	742.153	687.556	747.897	738.976	808.265	332.465	801.488	559.642
GgT_Gabor_entrop_s_0.04_theta_2.3562	0.926081	0.928703	0.935939	0.932077	0.935712	0.931922	0.935866	0.931652	0.933531	0.932954	0.936247	0.939248	0.937768	0.937857	0.941479	0.938816	0.934851	0.937657	0.922115	0.926302	0.93433	0.931918	0.936217	0.92453	0.919929	0.928209
GgT_Gabor_energ_s_0.09_theta_0	45.646	49.5328	55.5223	52.5497	57.7441	52.6324	57.2335	54.4019	41.4649	52.1503	60.9439	62.381	68.8071	56.159	58.3451	62.558	59.2096	56.4909	44.4133	51.8388	48.0486	43.4235	61.2416	26.1119	45.8922	43.0039
GgT_Gabor_entrop_s_0.09_theta_0	0.906033	0.903046	0.909334	0.90728	0.910548	0.905766	0.905219	0.897529	0.904857	0.908843	0.905132	0.908218	0.910842	0.902128	0.915959	0.907781	0.911255	0.90916	0.90265	0.904854	0.909138	0.904049	0.912005	0.902039	0.902218	0.902401
GgT_Gabor_energ_s_0.09_theta_0.7854	14.3747	12.7112	21.6603	22.7578	24.7461	25.8346	17.8304	15.2729	13.2189	21.2857	30.8565	25.7396	29.6972	18.5585	30.1411	35.784	26.4263	26.7489	14.7647	19.9082	28.8812	18.2873	28.4278	13.6194	17.4063	15.845
GgT_Gabor_entrop_s_0.09_theta_0.7854	0.923387	0.929107	0.928468	0.919946	0.928364	0.922661	0.926862	0.928979	0.928454	0.922758	0.931621	0.932034	0.931143	0.931471	0.932764	0.926154	0.930378	0.932361	0.921558	0.926062	0.926892	0.925808	0.926042	0.908018	0.9223	0.925541
GgT_Gabor_energ_s_0.09_theta_1.5708	53.4039	47.4793	51.8665	52.2315	58.6587	52.7673	57.9302	44.1594	43.1541	52.3756	68.0324	68.4269	58.3214	59.3009	59.4863	68.1425	55.1564	60.092	45.2681	52.5235	48.9872	42.2418	60.1708	28.3012	48.6043	44.6904
GgT_Gabor_entrop_s_0.09_theta_1.5708	0.88934	0.902464	0.906536	0.904279	0.911345	0.908453	0.90427	0.903255	0.904368	0.910242	0.915587	0.905514	0.909565	0.906313	0.914432	0.913368	0.906776	0.906227	0.89088	0.905463	0.910463	0.904715	0.913281	0.906006	0.899895	0.905193
GgT_Gabor_energ_s_0.09_theta_2.3562	12.9494	21.689	20.9909	18.8945	34.1047	20.0299	18.489	15.6394	16.507	20.1349	29.3152	31.1864	23.6748	24.4554	33.1152	29.2081	26.7944	25.307	15.2735	17.2254	21.0281	22.33	31.4364	9.54482	24.8738	17.2813
GgT_Gabor_entrop_s_0.09_theta_2.3562	0.920729	0.913728	0.926452	0.926418	0.928878	0.926304	0.925887	0.92784	0.925458	0.923469	0.92897	0.931865	0.932617	0.929559	0.932822	0.93038	0.930619	0.932016	0.918872	0.928391	0.926889	0.925141	0.925872	0.91534	0.918704	0.926693
GgT_Gabor_energ_s_0.18_theta_0	2.00156	2.11737	2.29755	2.21693	2.17049	2.06026	2.43987	2.10449	1.74068	2.08729	2.34907	2.43464	2.47416	2.25917	2.12674	2.34538	2.12545	2.1566	1.79423	2.08728	1.73861	1.52057	2.27115	1.06324	1.83876	1.74274
GgT_Gabor_entrop_s_0.18_theta_0	0.923832	0.918777	0.918758	0.918057	0.915663	0.912455	0.921886	0.90819	0.920025	0.920458	0.912056	0.917637	0.916713	0.91597	0.918199	0.913867	0.91404	0.915349	0.915413	0.915674	0.912639	0.907016	0.919943	0.913028	0.910392	0.909529
GgT_Gabor_energ_s_0.18_theta_0.7854	0.434246	0.459679	0.672179	0.63877	0.631073	0.662302	0.537684	0.504097	0.407651	0.599347	0.702713	0.605434	0.652772	0.464538	0.671588	0.788905	0.619315	0.665917	0.360689	0.457109	0.624426	0.412263	0.750447	0.302118	0.449812	0.405376
GgT_Gabor_entrop_s_0.18_theta_0.7854	0.945215	0.943923	0.937097	0.934635	0.934905	0.929242	0.945025	0.941199	0.943092	0.931676	0.934206	0.940616	0.939597	0.948908	0.935706	0.932239	0.936099	0.935545	0.946381	0.947007	0.929284	0.933592	0.926475	0.9244	0.942173	0.943478
GgT_Gabor_energ_s_0.18_theta_1.5708	2.23071	2.09108	2.22416	2.17902	2.19654	2.09152	2.47128	1.93996	1.80385	2.15212	2.36389	2.57087	2.35368	2.30259	2.11828	2.41337	2.06464	2.25783	1.8868	2.12855	1.78009	1.54002	2.26995	1.06322	1.89904	1.74217
GgT_Gabor_entrop_s_0.18_theta_1.5708	0.905241	0.919144	0.918176	0.916665	0.916574	0.916847	0.921719	0.916661	0.917262	0.919155	0.921037	0.911724	0.92069	0.918018	0.916644	0.917489	0.912824	0.910173	0.904478	0.915491	0.911897	0.90866	0.919902	0.918278	0.907039	0.91258
GgT_Gabor_energ_s_0.18_theta_2.3562	0.408284	0.59832	0.660792	0.584373	0.767731	0.575485	0.547125	0.502464	0.461411	0.590081	0.678873	0.671281	0.573541	0.534911	0.712524	0.707447	0.614758	0.619765	0.366598	0.424734	0.489717	0.494585	0.817443	0.242517	0.53806	0.430644
GgT_Gabor_entrop_s_0.18_theta_2.3562	0.947441	0.931199	0.936034	0.938847	0.931876	0.933462	0.945225	0.93978	0.936252	0.931234	0.934176	0.938131	0.943442	0.943688	0.935019	0.935415	0.935503	0.936563	0.944806	0.950857	0.933408	0.929973	0.92643	0.933401	0.935225	0.940718
GgT_Gabor_energ_s_0.35_theta_0	0.0295396	0.0331399	0.0334905	0.0325989	0.0329259	0.0319047	0.0383788	0.0333824	0.026387	0.031802	0.0369544	0.0379231	0.0377959	0.0370856	0.0304159	0.0366485	0.0312784	0.0324694	0.0278016	0.0313826	0.026405	0.0238104	0.0319045	0.0158586	0.0286454	0.0275533
GgT_Gabor_entrop_s_0.35_theta_0	0.631769	0.646329	0.659245	0.648502	0.663669	0.644374	0.642963	0.637975	0.638105	0.663687	0.637705	0.642011	0.639843	0.632029	0.6541	0.652413	0.64433	0.647623	0.619205	0.610016	0.642017	0.63354	0.660701	0.622084	0.623637	0.61944
GgT_Gabor_energ_s_0.35_theta_0.7854	0.00827505	0.00872323	0.0098253	0.00946444	0.0092386	0.00867032	0.0104738	0.00811574	0.00697364	0.00915922	0.00972389	0.0100726	0.0100719	0.00897466	0.00888428	0.0104523	0.0084621	0.00941596	0.00687896	0.00818263	0.00765684	0.00595156	0.00957113	0.00452093	0.00717182	0.00668781
GgT_Gabor_entrop_s_0.35_theta_0.7854	0.967703	0.963159	0.955889	0.95813	0.953751	0.954976	0.964933	0.960537	0.966785	0.956053	0.956159	0.961774	0.962199	0.967628	0.955311	0.954086	0.957518	0.953275	0.969773	0.968789	0.949939	0.955287	0.95496	0.954526	0.963579	0.965031
GgT_Gabor_energ_s_0.35_theta_1.5708	0.0381182	0.0323322	0.0325958	0.0329076	0.0327048	0.0299728	0.0391032	0.0296802	0.0273961	0.0324641	0.0326978	0.0418106	0.0346856	0.0360132	0.0300804	0.0354231	0.0313204	0.0350166	0.0323367	0.0316168	0.0263963	0.0234384	0.0320469	0.014753	0.030082	0.0263676
GgT_Gabor_entrop_s_0.35_theta_1.5708	0.620822	0.642903	0.648708	0.640677	0.662229	0.65652	0.646976	0.63469	0.638543	0.664673	0.660612	0.63866	0.63197	0.63743	0.646916	0.661739	0.634051	0.643284	0.605083	0.611294	0.645128	0.635246	0.658128	0.635009	0.620492	0.623649
GgT_Gabor_energ_s_0.35_theta_2.3562	0.00815557	0.00936334	0.00977151	0.00918288	0.00973684	0.00825276	0.0105485	0.00813002	0.00716292	0.00911142	0.00962153	0.0103357	0.00969258	0.00929605	0.00905067	0.0100423	0.00840771	0.00920301	0.00689495	0.00804446	0.00700734	0.00632031	0.00994024	0.00423417	0.00754453	0.00679851
GgT_Gabor_entrop_s_0.35_theta_2.3562	0.968447	0.957637	0.955726	0.960012	0.951101	0.958033	0.96446	0.9603	0.963796	0.956247	0.95668	0.960092	0.964731	0.96513	0.954193	0.956145	0.957478	0.954537	0.969449	0.970272	0.955106	0.952114	0.953702	0.960038	0.96044	0.963621
GgT_wav_db6__A_A_A_energ	30.0061	28.5975	28.7259	28.839	27.4144	26.021	34.4013	26.669	24.2442	27.4063	30.5513	34.1962	33.4864	32.5537	26.9387	29.8225	27.1641	28.4982	26.0725	30.946	22.5054	19.7849	27.4929	15.2056	25.7552	24.1313
GgT_wav_db6__A_A_A_entrop	0.984026	0.992129	0.985343	0.983962	0.985716	0.984106	0.992323	0.983589	0.989764	0.985916	0.981005	0.981961	0.981365	0.983882	0.976662	0.985173	0.978308	0.978619	0.975899	0.971196	0.973076	0.972344	0.980116	0.969713	0.969512	0.972675
GgT_wav_db6__A_A_H_energ	0.0492842	0.0574526	0.0817859	0.0760653	0.125369	0.101413	0.0639931	0.0557944	0.0603912	0.0881343	0.146379	0.1153	0.0874768	0.0793092	0.136181	0.148723	0.104518	0.114011	0.0443992	0.0682317	0.105933	0.0816649	0.132027	0.0475941	0.0835337	0.0677456
GgT_wav_db6__A_A_H_entrop	0.848541	0.870305	0.882451	0.878576	0.885122	0.88323	0.867585	0.87186	0.876654	0.86701	0.89078	0.888939	0.882087	0.882148	0.896012	0.891091	0.888094	0.892209	0.857715	0.862562	0.892491	0.886478	0.870534	0.868443	0.877045	0.878574
GgT_wav_db6__A_A_V_energ	0.0448585	0.0593914	0.0977676	0.0813014	0.119574	0.093749	0.0609934	0.0834215	0.0533967	0.0908669	0.114579	0.104782	0.118721	0.0698836	0.1353	0.115506	0.122419	0.105749	0.0526201	0.0640943	0.0990925	0.0881373	0.136077	0.0384931	0.0747931	0.0627542
GgT_wav_db6__A_A_V_entrop	0.850144	0.867515	0.884266	0.882338	0.887881	0.881002	0.865781	0.876164	0.87726	0.865524	0.883899	0.885498	0.890145	0.877083	0.897777	0.884581	0.892253	0.891034	0.858067	0.857554	0.888857	0.891082	0.87946	0.864684	0.872737	0.878523
GgT_wav_db6__A_A_D_energ	0.0114056	0.0180977	0.0276807	0.0244885	0.0330036	0.027802	0.0159793	0.0186449	0.0158898	0.0241095	0.0296836	0.0242619	0.0227365	0.0157681	0.0326605	0.034052	0.0272192	0.0278271	0.00982077	0.0132808	0.0257592	0.0200386	0.03695	0.0100206	0.0193032	0.0155265
GgT_wav_db6__A_A_D_entrop	0.869158	0.88722	0.893311	0.882771	0.894499	0.889594	0.879882	0.887583	0.884988	0.879201	0.89543	0.890999	0.888757	0.885388	0.898296	0.893204	0.893507	0.894164	0.865392	0.863573	0.895616	0.89238	0.878343	0.875543	0.881181	0.886916
GgT_wav_db6__A_H_A_energ	0.00149981	0.00198878	0.00276456	0.00219737	0.00304697	0.00279356	0.00235727	0.0019079	0.00159645	0.00294071	0.00308886	0.0023437	0.00184309	0.00165357	0.00236655	0.00301706	0.00206079	0.00269761	0.000766732	0.00108844	0.00222485	0.0016915	0.00324795	0.00086915	0.00157794	0.00136462
GgT_wav_db6__A_H_A_entrop	0.867432	0.888816	0.881425	0.876611	0.886695	0.879033	0.886076	0.882061	0.878811	0.868687	0.8689	0.870976	0.872405	0.872137	0.880052	0.883519	0.877274	0.878457	0.847848	0.842271	0.88563	0.874012	0.866913	0.87053	0.869714	0.876411
GgT_wav_db6__A_H_H_energ	0.00833976	0.0116277	0.0164433	0.0132641	0.0204091	0.0196699	0.0111689	0.0113392	0.010367	0.0166887	0.0228278	0.0161301	0.0122923	0.0106156	0.0197809	0.022557	0.0152641	0.0183104	0.00566527	0.00820622	0.0156714	0.012112	0.0233634	0.00614066	0.0109256	0.00973399
GgT_wav_db6__A_H_H_entrop	0.849556	0.875419	0.874129	0.86839	0.885319	0.870289	0.870094	0.871475	0.876993	0.857054	0.871961	0.874128	0.868446	0.866935	0.885256	0.885206	0.874862	0.881609	0.843084	0.844123	0.884392	0.875915	0.851796	0.85778	0.868981	0.869127
GgT_wav_db6__A_H_V_energ	0.000617348	0.000923175	0.00134755	0.00110419	0.00131976	0.00114958	0.00122513	0.000930429	0.00066737	0.00136296	0.00123272	0.000966945	0.000799507	0.000673374	0.00111666	0.0013666	0.000887005	0.00119981	0.000292185	0.000410288	0.000964207	0.000693637	0.00150588	0.000369367	0.000654328	0.000565712
GgT_wav_db6__A_H_V_entrop	0.883226	0.893892	0.887146	0.878992	0.89179	0.889094	0.896614	0.887959	0.890059	0.880548	0.887076	0.889048	0.886456	0.888487	0.891336	0.894582	0.886494	0.88887	0.873657	0.858284	0.893502	0.888118	0.873229	0.880979	0.88004	0.8842
GgT_wav_db6__A_H_D_energ	0.0030464	0.00544296	0.00767661	0.00620952	0.00829257	0.00720063	0.00489924	0.00520005	0.00403086	0.00693914	0.00744728	0.00558859	0.00492364	0.00360287	0.00739501	0.00863612	0.00614263	0.00684857	0.00197918	0.00272756	0.00614578	0.00468544	0.00956116	0.00229692	0.00434822	0.00352197
GgT_wav_db6__A_H_D_entrop	0.874731	0.88774	0.886057	0.87629	0.893285	0.88538	0.884217	0.885327	0.887118	0.877183	0.885535	0.887228	0.879078	0.878314	0.895317	0.893268	0.886911	0.890077	0.859727	0.857201	0.89268	0.88525	0.868649	0.866639	0.874479	0.881234
GgT_wav_db6__A_V_A_energ	0.00115434	0.00212914	0.00303254	0.00244888	0.0027271	0.00210645	0.00179865	0.00225795	0.00125288	0.00237	0.00242668	0.00183399	0.00200253	0.0012362	0.00284499	0.00262359	0.00216216	0.00226238	0.000874741	0.000854781	0.00180946	0.00147819	0.0029306	0.000742108	0.0012892	0.00106518
GgT_wav_db6__A_V_A_entrop	0.860048	0.889	0.879841	0.877618	0.8873	0.876388	0.883802	0.862171	0.877747	0.861435	0.870946	0.879642	0.871807	0.868324	0.875935	0.878012	0.874348	0.87765	0.861347	0.83576	0.874043	0.87644	0.862789	0.861861	0.866789	0.876505
GgT_wav_db6__A_V_H_energ	0.000518916	0.00112809	0.00141591	0.00112821	0.00122928	0.000920783	0.00102842	0.000949189	0.000583797	0.0011038	0.00103614	0.000874152	0.000844868	0.000518035	0.00113831	0.00127231	0.000901466	0.00103733	0.000355989	0.000343117	0.000789103	0.000615163	0.00134951	0.000328626	0.00057651	0.000473281
GgT_wav_db6__A_V_H_entrop	0.884227	0.884528	0.887873	0.879729	0.886055	0.884007	0.891959	0.883424	0.884571	0.882372	0.878101	0.887946	0.885146	0.890739	0.890988	0.887212	0.884098	0.890214	0.867444	0.854769	0.890734	0.883896	0.87734	0.878251	0.875047	0.880418
GgT_wav_db6__A_V_V_energ	0.00696996	0.0118432	0.0188449	0.0152301	0.0187586	0.0159446	0.0096516	0.0141969	0.00870236	0.0161411	0.0166807	0.0141471	0.0151015	0.00810343	0.0197755	0.0176152	0.0176073	0.0168793	0.00652775	0.00660617	0.0149269	0.0113263	0.023879	0.00517523	0.010142	0.00868751
GgT_wav_db6__A_V_V_entrop	0.851533	0.872475	0.877181	0.87089	0.88077	0.870632	0.868857	0.871241	0.874442	0.853944	0.872675	0.870089	0.874419	0.862694	0.886717	0.877213	0.881609	0.875152	0.841764	0.841507	0.876447	0.883073	0.858471	0.851445	0.863393	0.868858
GgT_wav_db6__A_V_D_energ	0.00290228	0.00559641	0.00785981	0.0065642	0.00765915	0.00642041	0.00436667	0.00546543	0.00367228	0.00649247	0.00680958	0.00531288	0.00534626	0.00296415	0.00740647	0.00763717	0.006452	0.00670452	0.00218076	0.00244944	0.00580882	0.00449147	0.00945867	0.00207752	0.00415647	0.00338487
GgT_wav_db6__A_V_D_entrop	0.872098	0.885504	0.886841	0.877512	0.893419	0.883431	0.881166	0.883538	0.883657	0.875608	0.886065	0.88381	0.882257	0.879922	0.894088	0.888524	0.884519	0.88757	0.863766	0.853662	0.889558	0.88603	0.874563	0.868929	0.872743	0.8783
GgT_wav_db6__A_D_A_energ	0.00010492	0.000196438	0.000206746	0.000170698	0.000222749	0.000149986	0.000215491	0.000142134	9.94997e-005	0.000194834	0.000168448	0.000175718	0.000145549	0.000137149	0.00015174	0.000226795	0.000127877	0.00018652	4.61741e-005	5.63458e-005	0.000129729	8.73899e-005	0.000178474	5.32456e-005	8.46485e-005	7.18267e-005
GgT_wav_db6__A_D_A_entrop	0.892625	0.895382	0.89213	0.888282	0.899187	0.898108	0.899575	0.892304	0.895371	0.894569	0.897133	0.89759	0.894322	0.898394	0.895539	0.896621	0.892755	0.897009	0.879361	0.872131	0.89836	0.892765	0.892593	0.889485	0.892531	0.894538
GgT_wav_db6__A_D_H_energ	0.000262448	0.000500694	0.000594358	0.000470281	0.000601881	0.000400096	0.000532435	0.000393564	0.00026539	0.00052132	0.00039859	0.00041617	0.000370397	0.000287934	0.00047547	0.000570367	0.000370015	0.000473011	0.000141043	0.000146731	0.000349969	0.000254048	0.000533517	0.000139752	0.000244685	0.000203338
GgT_wav_db6__A_D_H_entrop	0.88455	0.885242	0.885589	0.880262	0.897271	0.890819	0.895627	0.888408	0.893701	0.886933	0.886591	0.892141	0.890781	0.895491	0.888064	0.895669	0.886556	0.891368	0.866756	0.871505	0.893735	0.887972	0.887608	0.885908	0.882717	0.88821
GgT_wav_db6__A_D_V_energ	0.000283996	0.000478265	0.000563307	0.000473441	0.00056376	0.000449511	0.000565876	0.000395081	0.00027535	0.000555234	0.000483685	0.000431661	0.000364106	0.000315593	0.000449893	0.000589586	0.000366682	0.000492134	0.000138577	0.000165544	0.000376884	0.000267479	0.00059369	0.00015083	0.000258598	0.000220231
GgT_wav_db6__A_D_V_entrop	0.886067	0.893113	0.887761	0.881559	0.897772	0.890055	0.896702	0.886821	0.89214	0.886366	0.885788	0.895955	0.887286	0.895802	0.891153	0.891428	0.882948	0.889295	0.870221	0.86268	0.89295	0.886044	0.882007	0.882883	0.885233	0.88739
GgT_wav_db6__A_D_D_energ	0.00104622	0.002001	0.00262386	0.00208747	0.00250794	0.00208943	0.00171874	0.00178386	0.00122902	0.00226884	0.00213859	0.00171822	0.00157907	0.0010664	0.00232474	0.00261322	0.00182711	0.00215221	0.000625238	0.000705713	0.00178536	0.00137693	0.00302992	0.000664554	0.00123767	0.00101834
GgT_wav_db6__A_D_D_entrop	0.876649	0.885472	0.883776	0.875286	0.890455	0.885004	0.890928	0.882837	0.887556	0.878733	0.880448	0.883469	0.878887	0.882109	0.889289	0.889002	0.879924	0.883208	0.85975	0.85888	0.889247	0.880388	0.871175	0.867355	0.87227	0.880082
GgT_wav_db6__H_A_A_energ	0.000200351	0.000163647	0.000176046	0.000166024	0.000194987	0.000242208	0.00027232	0.000118735	0.000176927	0.000370202	0.000144319	0.000366475	0.000215918	0.00029964	0.000134114	0.000361093	0.000177401	0.000245439	5.98899e-005	0.000122959	0.000185961	0.000146941	0.00028181	7.47615e-005	0.000172051	0.000143232
GgT_wav_db6__H_A_A_entrop	0.881001	0.895392	0.894088	0.896668	0.890871	0.889724	0.892916	0.895433	0.896346	0.886141	0.874643	0.894512	0.896744	0.893211	0.89091	0.895274	0.897253	0.896218	0.88702	0.877919	0.896131	0.895878	0.889175	0.892402	0.889847	0.891672
GgT_wav_db6__H_A_H_energ	0.000170747	0.000153026	0.00017191	0.000157257	0.000330558	0.000206199	0.000265719	0.000118828	0.000148084	0.000319844	0.000204758	0.000281903	0.000179256	0.00024861	0.000118632	0.000276187	0.000143242	0.000208734	0.000109228	0.000101091	0.000149611	0.000115939	0.000217039	6.62538e-005	0.000138196	0.000114693
GgT_wav_db6__H_A_H_entrop	0.889692	0.897144	0.89473	0.89212	0.899277	0.890938	0.89392	0.893278	0.89711	0.890673	0.876182	0.899041	0.899648	0.898217	0.883031	0.898891	0.899992	0.899143	0.869501	0.881094	0.898144	0.898652	0.894532	0.892497	0.894782	0.896449
GgT_wav_db6__H_A_V_energ	9.65792e-005	0.000102503	0.000127909	0.000111206	0.00011052	0.000137245	0.00015015	8.8964e-005	9.84014e-005	0.000167596	8.36011e-005	0.000154568	0.000109978	0.00013074	7.24095e-005	0.000166981	9.94772e-005	0.000128971	2.60915e-005	5.57368e-005	0.000101318	7.94002e-005	0.000152841	3.96282e-005	8.5354e-005	7.05723e-005
GgT_wav_db6__H_A_V_entrop	0.892166	0.90265	0.892635	0.892469	0.901708	0.896382	0.89386	0.890193	0.897767	0.893212	0.880179	0.895392	0.896786	0.898808	0.901004	0.896194	0.895481	0.89447	0.888881	0.876588	0.897354	0.894092	0.890121	0.89341	0.89294	0.896751
GgT_wav_db6__H_A_D_energ	9.18063e-005	9.63733e-005	0.000123341	0.000105476	0.000207707	0.00012394	0.000158131	8.74609e-005	8.95913e-005	0.000158866	0.000105345	0.000141528	0.000101254	0.000122584	5.62988e-005	0.000153697	8.67984e-005	0.000125453	5.06718e-005	5.07967e-005	9.08048e-005	6.92462e-005	0.000130738	3.74539e-005	7.34157e-005	6.22172e-005
GgT_wav_db6__H_A_D_entrop	0.893976	0.902142	0.893569	0.894437	0.901833	0.898622	0.897839	0.893477	0.900103	0.896208	0.885632	0.898462	0.89787	0.899449	0.892702	0.897625	0.896166	0.894946	0.885835	0.879778	0.898204	0.89657	0.89245	0.893672	0.895798	0.897881
GgT_wav_db6__H_H_A_energ	0.000451613	0.000801651	0.00086182	0.000720155	0.00089429	0.000749549	0.000889151	0.000565259	0.000453713	0.000898937	0.000831218	0.000684354	0.000544769	0.00053908	0.000968638	0.000978039	0.000495572	0.000754004	0.000325003	0.000244842	0.000528973	0.000389095	0.000743048	0.000232484	0.000381503	0.000323295
GgT_wav_db6__H_H_A_entrop	0.88013	0.885844	0.885387	0.882696	0.895331	0.888086	0.894732	0.88859	0.888831	0.874621	0.891546	0.888665	0.88492	0.890714	0.890716	0.896144	0.891971	0.890233	0.872956	0.86404	0.892981	0.891236	0.882044	0.891448	0.889115	0.891837
GgT_wav_db6__H_H_H_energ	0.000203747	0.000416013	0.000365098	0.000296496	0.000493638	0.00036502	0.000314314	0.000249945	0.00020501	0.000382636	0.000577302	0.000345089	0.000269173	0.000272904	0.000556496	0.000472604	0.000262853	0.00038069	0.000176243	0.000150508	0.000290286	0.000213998	0.000401224	0.000116103	0.000195818	0.000171484
GgT_wav_db6__H_H_H_entrop	0.873561	0.889191	0.873361	0.870548	0.880856	0.874892	0.878147	0.870386	0.881542	0.869503	0.879815	0.881223	0.871284	0.881978	0.879851	0.886057	0.881985	0.882535	0.841665	0.843237	0.881184	0.871862	0.864711	0.863268	0.869986	0.875996
GgT_wav_db6__H_H_V_energ	0.000235375	0.000391283	0.000433507	0.000367402	0.000462191	0.000362931	0.000487731	0.000286315	0.000231118	0.000447451	0.000403189	0.000360939	0.00028313	0.000279718	0.000438676	0.000504005	0.000259227	0.000399587	0.000145371	0.000124012	0.000272779	0.000194401	0.000394861	0.000114872	0.000195947	0.00016806
GgT_wav_db6__H_H_V_entrop	0.890741	0.890257	0.893342	0.888158	0.900711	0.896455	0.899203	0.894672	0.898848	0.888765	0.891894	0.89881	0.893941	0.898326	0.89666	0.900114	0.896825	0.89381	0.885892	0.87694	0.898604	0.89671	0.892082	0.891317	0.894043	0.896277
GgT_wav_db6__H_H_D_energ	9.81031e-005	0.000241921	0.000185869	0.000147259	0.000244839	0.000159598	0.000173481	0.000126143	9.85212e-005	0.000186052	0.000246572	0.000166442	0.000129574	0.000136205	0.000225217	0.000227765	0.000124246	0.000186091	7.80706e-005	6.05807e-005	0.000133699	9.6177e-005	0.000190277	5.04867e-005	9.09726e-005	7.543e-005
GgT_wav_db6__H_H_D_entrop	0.888418	0.897511	0.886582	0.884287	0.898805	0.890951	0.893621	0.887728	0.894011	0.883097	0.892395	0.896396	0.893314	0.89523	0.895392	0.894582	0.888184	0.891264	0.874113	0.872602	0.892189	0.889769	0.886172	0.875535	0.887094	0.887488
GgT_wav_db6__H_V_A_energ	3.52743e-005	4.59245e-005	5.60048e-005	4.8281e-005	4.34348e-005	4.31371e-005	6.77201e-005	3.86198e-005	3.05315e-005	5.73047e-005	3.56325e-005	5.77066e-005	4.44925e-005	5.39557e-005	3.14737e-005	6.23926e-005	3.4525e-005	5.62015e-005	1.22412e-005	1.76883e-005	3.44258e-005	2.41525e-005	4.38711e-005	1.48684e-005	2.61139e-005	2.12269e-005
