	ch11.jpg	ch12.jpg	ch13.jpg	ch14.jpg	ch15.jpg	ch41.jpg	ch42.jpg	ch43.jpg	ch44.jpg	ch45.jpg	ch46.jpg	cc11.jpg	cc12.jpg	cc13.jpg	cc14.jpg	cc41.jpg	cc42.jpg	cc43.jpg	cc44.jpg	pa11.jpg	pa12.jpg	pa13.jpg	pa14.jpg	pa41.jpg	pa42.jpg	pa43.jpg	pa44.jpg
StT_wav_db20__H_H_V_entrop	0.874325	0.891917	0.899744	0.894343	0.901359	0.889339	0.895137	0.880654	0.886776	0.895418	0.894373	0.899826	0.895705	0.897811	0.888903	0.890747	0.89308	0.885284	0.881616	0.885888	0.88319	0.904568	0.900729	0.890493	0.897182	0.882808	0.884816
StT_wav_db20__H_H_D_energ	0.0676637	0.0853687	0.123506	0.094036	0.116694	0.0734518	0.0784649	0.0727669	0.0767999	0.0849983	0.101234	0.0928173	0.0670709	0.0685577	0.0645087	0.0705411	0.102464	0.0817264	0.0821228	0.0607328	0.0750009	0.110381	0.10218	0.0939929	0.108471	0.0976271	0.0780987
StT_wav_db20__H_H_D_entrop	0.870698	0.886649	0.898329	0.888801	0.895446	0.889219	0.896741	0.879562	0.883619	0.895592	0.89577	0.893009	0.893214	0.896553	0.885336	0.887801	0.890734	0.877763	0.879669	0.879271	0.883615	0.901676	0.896599	0.885685	0.890597	0.879753	0.880615
StT_wav_db20__H_V_A_energ	0.0397787	0.048466	0.0750095	0.057216	0.071428	0.0477924	0.0485434	0.0415687	0.0433031	0.0526374	0.0556983	0.0599495	0.0421955	0.0448592	0.0387176	0.0410818	0.06343	0.0450055	0.0504679	0.0379528	0.0427289	0.068432	0.0647245	0.0562811	0.0694627	0.0584132	0.0492771
StT_wav_db20__H_V_A_entrop	0.871996	0.889134	0.896421	0.889221	0.901532	0.886634	0.895204	0.878596	0.881318	0.893368	0.892964	0.896909	0.892518	0.892195	0.885279	0.884442	0.892854	0.884893	0.883559	0.879712	0.880336	0.900043	0.89661	0.886498	0.891231	0.877781	0.882743
StT_wav_db20__H_V_H_energ	0.0445605	0.0537002	0.081228	0.0622456	0.0770047	0.0498526	0.0517265	0.0461918	0.0473312	0.0577796	0.0614175	0.0639518	0.0457369	0.0482438	0.0416516	0.0455445	0.0673468	0.0486053	0.0565466	0.042269	0.0474336	0.0731506	0.0707651	0.0637255	0.0755357	0.0607087	0.0528388
StT_wav_db20__H_V_H_entrop	0.876409	0.890412	0.90018	0.892721	0.903232	0.889164	0.898378	0.881866	0.884841	0.895698	0.898753	0.898043	0.894524	0.896947	0.888183	0.887276	0.896614	0.89033	0.884687	0.882355	0.887003	0.901656	0.90006	0.889277	0.892778	0.881997	0.885391
StT_wav_db20__H_V_V_energ	0.0447449	0.0526987	0.0781417	0.0611706	0.0757875	0.0508372	0.0546041	0.0467553	0.0497804	0.0583907	0.0641861	0.0657003	0.0448963	0.0461424	0.0435238	0.0465605	0.0649883	0.0511498	0.0550349	0.0392527	0.0469246	0.0762527	0.0742867	0.0604403	0.071037	0.0658758	0.0529098
StT_wav_db20__H_V_V_entrop	0.869287	0.886564	0.893942	0.893054	0.897532	0.884114	0.887	0.874978	0.876514	0.891757	0.890961	0.896382	0.892318	0.891568	0.880513	0.882872	0.891722	0.877811	0.876284	0.87819	0.878592	0.89692	0.894956	0.886214	0.890756	0.87563	0.87609
StT_wav_db20__H_V_D_energ	0.0514673	0.059236	0.0906775	0.0707448	0.0875859	0.0566255	0.0603691	0.0515344	0.0545593	0.0632296	0.0744046	0.0743543	0.0504815	0.0506161	0.0469468	0.0521108	0.0752504	0.0564544	0.0623666	0.0447974	0.0537385	0.0830353	0.0768234	0.0695073	0.0844118	0.0674616	0.0604537
StT_wav_db20__H_V_D_entrop	0.871209	0.890333	0.897936	0.89226	0.89902	0.88431	0.892508	0.879332	0.886613	0.895552	0.889919	0.892939	0.893216	0.894767	0.882834	0.887809	0.892471	0.883817	0.879741	0.877571	0.882694	0.9006	0.89819	0.888199	0.889941	0.87816	0.879195
StT_wav_db20__H_D_A_energ	0.0658814	0.0760153	0.1208	0.0920212	0.113114	0.075454	0.0767719	0.0663112	0.066021	0.0865089	0.0965098	0.0882616	0.0662424	0.0717583	0.0618969	0.066546	0.0975074	0.069995	0.0856806	0.06026	0.0696637	0.107478	0.103942	0.0916932	0.107595	0.0927791	0.0808285
StT_wav_db20__H_D_A_entrop	0.869204	0.888215	0.900613	0.893854	0.903719	0.886166	0.896388	0.874887	0.882831	0.89241	0.890241	0.898006	0.893084	0.897174	0.887221	0.884319	0.893351	0.885408	0.883571	0.882514	0.883189	0.901036	0.899228	0.886507	0.890697	0.878938	0.877496
StT_wav_db20__H_D_H_energ	0.0513329	0.0623153	0.0949427	0.0720263	0.0855244	0.0588423	0.0608344	0.0523371	0.0540707	0.0712759	0.0741546	0.073151	0.0536771	0.0582587	0.0493431	0.0513076	0.0802336	0.0547736	0.0657208	0.0467321	0.0580298	0.0867003	0.077857	0.0727763	0.0854927	0.0709701	0.0578304
StT_wav_db20__H_D_H_entrop	0.869055	0.886276	0.898547	0.889891	0.899751	0.88411	0.893684	0.878457	0.884435	0.886948	0.889721	0.894932	0.888982	0.894137	0.880715	0.882958	0.890655	0.881877	0.881653	0.877201	0.882819	0.897022	0.895098	0.88586	0.8899	0.876625	0.878061
StT_wav_db20__H_D_V_energ	0.0856716	0.0923036	0.152333	0.114211	0.142829	0.101738	0.105686	0.0922312	0.0902661	0.10631	0.127489	0.113237	0.0861584	0.0891656	0.0820122	0.0905044	0.122126	0.0924212	0.109022	0.0724184	0.0943239	0.139493	0.137238	0.111831	0.132498	0.119589	0.101833
StT_wav_db20__H_D_V_entrop	0.868391	0.886782	0.897084	0.892818	0.899778	0.879488	0.885966	0.874359	0.881691	0.893168	0.890153	0.896665	0.89228	0.894477	0.882345	0.882704	0.889654	0.880883	0.876777	0.877333	0.878685	0.899065	0.896698	0.884353	0.888777	0.873325	0.87503
StT_wav_db20__H_D_D_energ	0.059923	0.0737887	0.108293	0.082974	0.0988062	0.0702101	0.0738313	0.0677715	0.0676259	0.0786247	0.093561	0.0843274	0.0631901	0.063501	0.0577312	0.0612209	0.0883439	0.0643426	0.0739486	0.0546079	0.0677529	0.0966018	0.0914351	0.084401	0.103204	0.0841046	0.0694441
StT_wav_db20__H_D_D_entrop	0.868435	0.879032	0.897261	0.887892	0.895994	0.882828	0.887594	0.871636	0.881002	0.889411	0.886664	0.893483	0.886688	0.890996	0.876897	0.882965	0.887919	0.878601	0.877009	0.870368	0.879098	0.897683	0.893042	0.883708	0.887556	0.871142	0.870634
StT_wav_db20__V_A_A_energ	0.0597118	0.0748759	0.117513	0.0845949	0.0955862	0.0660733	0.0675024	0.0508464	0.0528242	0.0671768	0.0782523	0.0716397	0.0600627	0.067912	0.0573938	0.0552853	0.0873727	0.0565184	0.0895466	0.0623512	0.0562444	0.0957002	0.0970911	0.0923633	0.103213	0.0857853	0.0648637
StT_wav_db20__V_A_A_entrop	0.855937	0.882218	0.891096	0.88691	0.899594	0.884303	0.889626	0.874321	0.8767	0.885185	0.888511	0.892557	0.883667	0.889297	0.878751	0.880654	0.887371	0.879436	0.880873	0.871057	0.873902	0.895463	0.889791	0.881283	0.89215	0.878229	0.874793
StT_wav_db20__V_A_H_energ	0.0514978	0.065326	0.0971017	0.07159	0.0797204	0.0575304	0.0552625	0.0435475	0.0443588	0.0563915	0.0641868	0.0589121	0.0483684	0.0574315	0.0435727	0.0500415	0.0697171	0.0481794	0.0731906	0.047339	0.0479976	0.0756937	0.0773037	0.0718819	0.0811336	0.0640192	0.0549166
StT_wav_db20__V_A_H_entrop	0.873831	0.887152	0.899413	0.89451	0.902136	0.890383	0.898851	0.883753	0.884898	0.89567	0.897601	0.900224	0.894126	0.898245	0.886251	0.887793	0.892774	0.889042	0.886819	0.883262	0.883055	0.901886	0.900443	0.888855	0.895648	0.884918	0.884671
StT_wav_db20__V_A_V_energ	0.0633466	0.0855456	0.126522	0.091409	0.111691	0.0740455	0.0734922	0.0562958	0.0584209	0.0741539	0.0874144	0.0830579	0.0647463	0.0783688	0.0648653	0.0639478	0.0908621	0.0605711	0.0955642	0.0651913	0.0640999	0.106741	0.100337	0.107123	0.121955	0.0924801	0.0707482
StT_wav_db20__V_A_V_entrop	0.862081	0.887104	0.892738	0.893089	0.896374	0.888323	0.891218	0.876784	0.883042	0.886655	0.891352	0.894302	0.890497	0.893577	0.878816	0.88185	0.896976	0.882721	0.882628	0.879089	0.876945	0.895531	0.899118	0.885856	0.891124	0.877369	0.881233
StT_wav_db20__V_A_D_energ	0.0536849	0.0696372	0.105669	0.076976	0.0904009	0.063315	0.0614972	0.0482092	0.0497687	0.062499	0.0740502	0.0652083	0.0536908	0.06414	0.0501928	0.0556693	0.0749763	0.0545285	0.0783125	0.0532717	0.0556624	0.085087	0.0839286	0.0845372	0.0982023	0.0708022	0.0591531
StT_wav_db20__V_A_D_entrop	0.879255	0.893545	0.900587	0.898787	0.903596	0.891288	0.899294	0.88431	0.890468	0.895646	0.900075	0.902314	0.896987	0.899957	0.887719	0.891195	0.89595	0.890631	0.88872	0.886734	0.884694	0.903518	0.903247	0.891215	0.895661	0.885518	0.887081
StT_wav_db20__V_H_A_energ	0.0404692	0.0525275	0.0801232	0.0572523	0.0718849	0.0485383	0.0471305	0.0383384	0.0398403	0.0477455	0.0553784	0.0520405	0.0417133	0.0470317	0.0390003	0.0401114	0.0628926	0.0423083	0.0580916	0.0405639	0.0436366	0.0653695	0.0669885	0.0623818	0.0709779	0.057055	0.0467055
StT_wav_db20__V_H_A_entrop	0.866916	0.887254	0.898772	0.895772	0.900226	0.887603	0.895194	0.878177	0.880452	0.890728	0.894905	0.8974	0.889406	0.896154	0.880424	0.886269	0.887589	0.884053	0.883393	0.878458	0.877654	0.89989	0.898059	0.884683	0.889906	0.87876	0.881872
StT_wav_db20__V_H_H_energ	0.0478487	0.0595775	0.0944377	0.0662794	0.0760744	0.0532967	0.0533399	0.0436139	0.0458486	0.0538652	0.0635233	0.0579138	0.0437369	0.0532867	0.0418034	0.0464295	0.0632013	0.046768	0.0634389	0.043685	0.0490889	0.072196	0.0720006	0.0696785	0.076159	0.0600799	0.0506027
StT_wav_db20__V_H_H_entrop	0.868593	0.883696	0.893171	0.893248	0.900454	0.884401	0.894299	0.875847	0.876089	0.889673	0.892417	0.890127	0.885689	0.897082	0.876379	0.881874	0.888219	0.880358	0.884591	0.874796	0.879801	0.89607	0.895705	0.88397	0.89002	0.875964	0.880034
StT_wav_db20__V_H_V_energ	0.0425352	0.0597455	0.0827019	0.0626222	0.0754357	0.0528661	0.0512978	0.0409633	0.0432969	0.0527456	0.062204	0.0590496	0.0437185	0.0508753	0.0423591	0.0438204	0.0661835	0.04563	0.0610363	0.0457755	0.047161	0.0711386	0.0721832	0.0729553	0.0815879	0.0592919	0.0517299
StT_wav_db20__V_H_V_entrop	0.873981	0.890929	0.900359	0.898658	0.903617	0.891483	0.896469	0.883756	0.887169	0.894323	0.897376	0.896191	0.893812	0.898065	0.885194	0.891928	0.897113	0.889624	0.887848	0.883137	0.880663	0.901806	0.900981	0.88641	0.895468	0.879924	0.884303
StT_wav_db20__V_H_D_energ	0.0522627	0.064858	0.101644	0.0736014	0.0852849	0.0610871	0.0569826	0.0480885	0.0506447	0.0589807	0.0700205	0.0626281	0.0490562	0.0597834	0.0449756	0.0513761	0.0705085	0.0510887	0.0726843	0.0497857	0.0527239	0.0785026	0.0783754	0.0816479	0.0887136	0.0644687	0.0550346
StT_wav_db20__V_H_D_entrop	0.868979	0.889692	0.897111	0.893519	0.903433	0.886132	0.896516	0.881663	0.880111	0.892048	0.894291	0.896545	0.891348	0.895103	0.88032	0.886723	0.894471	0.887787	0.884342	0.878726	0.879979	0.900133	0.900032	0.885613	0.893086	0.876432	0.880791
StT_wav_db20__V_V_A_energ	0.128814	0.178298	0.285804	0.205964	0.237337	0.15596	0.149501	0.111271	0.122527	0.143275	0.19552	0.158627	0.136047	0.160436	0.136819	0.137628	0.194231	0.130687	0.213216	0.136886	0.130601	0.21293	0.226043	0.20904	0.236847	0.180393	0.148634
StT_wav_db20__V_V_A_entrop	0.857381	0.881343	0.89233	0.886598	0.895938	0.882235	0.887356	0.869433	0.86918	0.8839	0.886767	0.8907	0.88496	0.891443	0.870589	0.878135	0.880878	0.878019	0.875973	0.871782	0.868629	0.893389	0.891015	0.882513	0.891736	0.87114	0.876046
StT_wav_db20__V_V_H_energ	0.104678	0.13142	0.215417	0.150183	0.172669	0.118001	0.115535	0.0876277	0.0947207	0.108706	0.145638	0.118583	0.102827	0.122253	0.0957888	0.106775	0.148895	0.104573	0.152384	0.0977228	0.104193	0.161414	0.162661	0.149013	0.175873	0.129025	0.117385
StT_wav_db20__V_V_H_entrop	0.875365	0.888459	0.898796	0.893787	0.901559	0.892096	0.897612	0.883692	0.885747	0.894525	0.896433	0.9008	0.895738	0.898799	0.887865	0.888576	0.891172	0.886336	0.886175	0.883384	0.88425	0.90097	0.902492	0.891569	0.89502	0.880754	0.884116
StT_wav_db20__V_V_V_energ	0.0753505	0.104649	0.165548	0.119146	0.151183	0.0994573	0.0896477	0.0716858	0.0749263	0.101274	0.116236	0.115926	0.0795352	0.0981685	0.0865275	0.0831357	0.121183	0.0810797	0.119959	0.0831896	0.0859532	0.132187	0.136659	0.136185	0.159764	0.122866	0.0861211
StT_wav_db20__V_V_V_entrop	0.853919	0.879421	0.889607	0.887458	0.890443	0.880927	0.885971	0.870539	0.873072	0.880874	0.883812	0.887208	0.883153	0.887676	0.863933	0.874032	0.887695	0.876205	0.872861	0.868758	0.861331	0.893779	0.888074	0.87857	0.887963	0.858553	0.873596
StT_wav_db20__V_V_D_energ	0.0644459	0.0823498	0.133348	0.0976665	0.116272	0.0762043	0.0746122	0.056774	0.0605579	0.0821271	0.0910567	0.0835721	0.0673231	0.0805069	0.0609148	0.0690174	0.101171	0.0695263	0.0952246	0.0655784	0.0685485	0.103126	0.108056	0.108429	0.124182	0.0824308	0.074461
StT_wav_db20__V_V_D_entrop	0.869389	0.888619	0.896765	0.89528	0.901951	0.889576	0.893246	0.879748	0.886529	0.893368	0.894056	0.897037	0.894753	0.894124	0.884692	0.886586	0.892283	0.885736	0.882431	0.879034	0.882206	0.899857	0.900492	0.886295	0.893807	0.87732	0.881683
StT_wav_db20__V_D_A_energ	0.0636223	0.0872522	0.123525	0.0930892	0.113197	0.0766583	0.07682	0.0583318	0.0644463	0.0751048	0.0946458	0.0824338	0.0656907	0.0722364	0.0657248	0.067688	0.0934235	0.0695785	0.0885582	0.0660953	0.0690848	0.106086	0.103737	0.0960306	0.119235	0.0856397	0.077531
StT_wav_db20__V_D_A_entrop	0.87263	0.88777	0.898197	0.89376	0.902898	0.890063	0.894978	0.881295	0.88124	0.89339	0.894615	0.899238	0.893399	0.897852	0.883374	0.885633	0.895126	0.886312	0.88408	0.883497	0.882067	0.900426	0.899785	0.887896	0.894286	0.876743	0.883674
StT_wav_db20__V_D_H_energ	0.084286	0.105959	0.17407	0.12463	0.145257	0.0983927	0.0977763	0.0784146	0.0883692	0.0938493	0.124828	0.101156	0.0860013	0.0976939	0.0796709	0.0903849	0.114055	0.091383	0.127179	0.08223	0.0926528	0.133664	0.138089	0.117908	0.141598	0.11121	0.0974197
StT_wav_db20__V_D_H_entrop	0.867771	0.885008	0.896716	0.891968	0.90134	0.885718	0.892819	0.878335	0.878118	0.889908	0.89155	0.893341	0.886707	0.895063	0.877385	0.880968	0.890156	0.880104	0.878648	0.874421	0.879046	0.898277	0.896181	0.8855	0.891639	0.875983	0.880568
StT_wav_db20__V_D_V_energ	0.0458971	0.0638473	0.0941407	0.072877	0.0853743	0.0566795	0.057157	0.0483946	0.0508092	0.0630198	0.0697742	0.0662114	0.051873	0.0563138	0.0501513	0.0522993	0.0768914	0.0546759	0.0709196	0.0536227	0.0520693	0.0835653	0.0817762	0.083187	0.102485	0.0634165	0.0613235
StT_wav_db20__V_D_V_entrop	0.869187	0.88608	0.898402	0.893353	0.898716	0.887665	0.893443	0.878272	0.880477	0.891686	0.892178	0.897258	0.888301	0.893466	0.878586	0.883463	0.890574	0.883427	0.875454	0.874492	0.878607	0.897155	0.896147	0.883339	0.886233	0.874705	0.878721
StT_wav_db20__V_D_D_energ	0.0578722	0.0709645	0.118461	0.0888077	0.102271	0.0732425	0.0669469	0.0539654	0.0621405	0.0728937	0.0834225	0.0751791	0.0600831	0.0695993	0.0571147	0.0616898	0.0897609	0.0619279	0.0850181	0.0592413	0.064959	0.0994286	0.0975859	0.096657	0.109901	0.0734117	0.0684627
StT_wav_db20__V_D_D_entrop	0.863997	0.881541	0.896807	0.889485	0.896553	0.879638	0.890896	0.876729	0.87341	0.884929	0.891362	0.889962	0.883663	0.890836	0.86895	0.882666	0.889414	0.879383	0.876336	0.868015	0.877413	0.892719	0.893845	0.882189	0.887118	0.869664	0.874994
StT_wav_db20__D_A_A_energ	0.0311425	0.0405756	0.0593515	0.0439565	0.0543445	0.0365295	0.0388089	0.0301533	0.0332918	0.0404527	0.0443945	0.0431567	0.0322089	0.0350392	0.0317769	0.032326	0.0465731	0.0345842	0.0402844	0.0314912	0.0339216	0.0533525	0.0514426	0.0450562	0.0534761	0.0427884	0.037716
StT_wav_db20__D_A_A_entrop	0.868505	0.88826	0.898495	0.893403	0.902356	0.889753	0.89321	0.878734	0.877827	0.892119	0.895392	0.901607	0.891613	0.897261	0.884411	0.882367	0.891056	0.882826	0.885871	0.878871	0.879443	0.900464	0.898862	0.887898	0.892999	0.880182	0.881598
StT_wav_db20__D_A_H_energ	0.03198	0.0420362	0.0624262	0.0464692	0.0581684	0.039067	0.0403641	0.0324666	0.0345108	0.0394712	0.0473862	0.0434359	0.0328453	0.0365166	0.0316424	0.033361	0.0479957	0.0358835	0.0445862	0.0334877	0.0348351	0.0542883	0.0525862	0.0492668	0.0544572	0.0440442	0.0384886
StT_wav_db20__D_A_H_entrop	0.88028	0.889145	0.90167	0.896691	0.90316	0.89115	0.898952	0.882502	0.887954	0.898612	0.897038	0.901033	0.894989	0.899999	0.889459	0.888891	0.893283	0.88688	0.886279	0.884616	0.888423	0.900719	0.902093	0.889293	0.897097	0.881147	0.889222
StT_wav_db20__D_A_V_energ	0.0313092	0.0409805	0.0610662	0.047344	0.0567439	0.0389251	0.0382081	0.0337109	0.0328568	0.0400713	0.0493	0.0440206	0.0343657	0.0353262	0.0331709	0.0340201	0.0483278	0.0351693	0.0423407	0.0308512	0.0354121	0.0534875	0.0532032	0.0472077	0.0577143	0.0451729	0.0378407
StT_wav_db20__D_A_V_entrop	0.877331	0.891465	0.900052	0.896355	0.903435	0.892388	0.89633	0.878324	0.884128	0.893777	0.894021	0.90212	0.89729	0.896483	0.887059	0.88871	0.898341	0.889251	0.88693	0.888992	0.882731	0.903796	0.902343	0.891054	0.896902	0.88232	0.886576
StT_wav_db20__D_A_D_energ	0.0343021	0.0430757	0.0641717	0.0480538	0.0607436	0.0399049	0.0398771	0.0340062	0.0353134	0.0416666	0.0500037	0.0442618	0.0346851	0.0374584	0.0326879	0.0366854	0.0501467	0.0369573	0.0449267	0.0338909	0.0384938	0.0571481	0.055412	0.051181	0.0586995	0.0451577	0.041085
StT_wav_db20__D_A_D_entrop	0.882356	0.893814	0.901171	0.89896	0.906069	0.89544	0.900404	0.885551	0.892008	0.899226	0.89897	0.904128	0.898768	0.902035	0.891641	0.890727	0.899839	0.894991	0.888098	0.889049	0.887841	0.904175	0.901727	0.891587	0.897669	0.885216	0.889585
StT_wav_db20__D_H_A_energ	0.0361532	0.0464068	0.0740834	0.0527606	0.065175	0.0440462	0.0427549	0.0332	0.0377922	0.0443196	0.0494427	0.0475629	0.0373438	0.0437039	0.0361279	0.0376775	0.0549723	0.0398038	0.0518117	0.0363963	0.0394303	0.0588158	0.0601096	0.0554379	0.0625458	0.0492066	0.043239
StT_wav_db20__D_H_A_entrop	0.874643	0.889566	0.89986	0.897205	0.90237	0.889753	0.898335	0.882358	0.884848	0.894446	0.895684	0.897735	0.892341	0.89605	0.88513	0.887161	0.895404	0.885227	0.885027	0.882817	0.883005	0.903884	0.900126	0.884812	0.895328	0.880381	0.883729
StT_wav_db20__D_H_H_energ	0.0337559	0.045005	0.070583	0.0488619	0.0602073	0.0407594	0.040326	0.0337342	0.0366868	0.0421977	0.0495399	0.0471512	0.0349349	0.039783	0.0345468	0.036266	0.0526234	0.0375864	0.0477437	0.0353061	0.0365911	0.0560652	0.0538503	0.0519177	0.0596142	0.0470179	0.0421738
StT_wav_db20__D_H_H_entrop	0.871587	0.883835	0.899891	0.894721	0.901042	0.889846	0.895119	0.880241	0.881457	0.892447	0.892918	0.895323	0.889023	0.896416	0.878101	0.879606	0.889602	0.881444	0.881901	0.876846	0.883845	0.899593	0.899013	0.88292	0.891857	0.876087	0.881597
StT_wav_db20__D_H_V_energ	0.0385763	0.0498566	0.0771687	0.0565112	0.0697521	0.04723	0.0463653	0.0367052	0.0410717	0.0473951	0.0564555	0.0516042	0.0395746	0.0464803	0.0385378	0.0394194	0.0575285	0.0416396	0.0548583	0.0390051	0.0424462	0.0635558	0.0648335	0.0598419	0.0703423	0.0538798	0.0481703
StT_wav_db20__D_H_V_entrop	0.876617	0.893517	0.899824	0.896312	0.90427	0.894559	0.898643	0.887568	0.88753	0.898097	0.900033	0.902069	0.896815	0.900979	0.888804	0.891751	0.898024	0.889782	0.887021	0.885612	0.88549	0.903772	0.902613	0.890114	0.896755	0.879768	0.884951
StT_wav_db20__D_H_D_energ	0.0349123	0.0483703	0.0700912	0.0527064	0.0637151	0.0443452	0.0436403	0.036776	0.0390881	0.0460015	0.0533176	0.0474294	0.0373546	0.040985	0.0355993	0.0373766	0.0540939	0.0396117	0.0489895	0.0361342	0.0413137	0.0592091	0.0577833	0.0567698	0.0647196	0.0472809	0.0428193
StT_wav_db20__D_H_D_entrop	0.872304	0.886948	0.899866	0.895302	0.904255	0.892215	0.894452	0.884477	0.884641	0.894191	0.895941	0.897949	0.892647	0.897612	0.886357	0.889141	0.893346	0.890169	0.883331	0.883037	0.883131	0.902166	0.901262	0.887778	0.894708	0.881552	0.880156
StT_wav_db20__D_V_A_energ	0.0366885	0.0450643	0.0691293	0.0534176	0.0663429	0.0434167	0.0449952	0.0378961	0.038061	0.0440273	0.0529827	0.0504395	0.0370878	0.0404195	0.0388412	0.0385246	0.0552361	0.0404378	0.0479694	0.0349163	0.0390656	0.0626537	0.0598992	0.0527279	0.0622334	0.0514549	0.04609
StT_wav_db20__D_V_A_entrop	0.873471	0.885021	0.899149	0.892923	0.902933	0.889505	0.894881	0.882588	0.883388	0.895372	0.895273	0.897402	0.894219	0.895074	0.883352	0.88634	0.897824	0.886357	0.884449	0.882731	0.880017	0.901015	0.899652	0.888973	0.894587	0.882847	0.882057
StT_wav_db20__D_V_H_energ	0.0398692	0.0481386	0.0728546	0.0574923	0.0716198	0.0456969	0.0486623	0.0400683	0.0429197	0.0477711	0.0575039	0.0521353	0.0407549	0.0430246	0.0388096	0.0413113	0.0591994	0.0434163	0.0537288	0.0372303	0.0448518	0.0657948	0.0627137	0.0588599	0.0691809	0.0541021	0.0478282
StT_wav_db20__D_V_H_entrop	0.881959	0.894798	0.90338	0.896418	0.904016	0.893345	0.897566	0.886084	0.890204	0.898416	0.89694	0.901489	0.900613	0.90075	0.885874	0.890377	0.898845	0.889694	0.884833	0.882032	0.886482	0.903079	0.902376	0.888581	0.895292	0.883011	0.8864
StT_wav_db20__D_V_V_energ	0.0315568	0.0418759	0.0643607	0.0499204	0.0596085	0.0422872	0.0405024	0.0363351	0.0349126	0.0435252	0.051292	0.0466013	0.0350991	0.036001	0.0358168	0.0348753	0.0513446	0.0359559	0.043933	0.0334032	0.0371404	0.0573303	0.0562098	0.0531659	0.0620238	0.0463849	0.0415721
StT_wav_db20__D_V_V_entrop	0.87015	0.888442	0.896895	0.892521	0.901659	0.888246	0.890908	0.875951	0.883842	0.888396	0.891692	0.899362	0.893753	0.893944	0.883186	0.884284	0.893199	0.884831	0.876733	0.882061	0.878899	0.900416	0.895329	0.886486	0.892497	0.874719	0.879216
StT_wav_db20__D_V_D_energ	0.0347455	0.0466978	0.067932	0.0515526	0.0636665	0.0425433	0.0426892	0.0393999	0.0395884	0.0450334	0.0542945	0.048319	0.0376445	0.0393685	0.0362961	0.0384022	0.0557005	0.0392206	0.0474027	0.0347789	0.0406202	0.0625199	0.0591488	0.0549995	0.068263	0.0455841	0.042208
StT_wav_db20__D_V_D_entrop	0.878071	0.889043	0.898612	0.898056	0.901929	0.890429	0.895216	0.877994	0.88739	0.897509	0.896104	0.899768	0.897836	0.897596	0.884396	0.887276	0.893868	0.888321	0.879926	0.882037	0.886332	0.899373	0.899841	0.888987	0.894973	0.880255	0.883639
StT_wav_db20__D_D_A_energ	0.0525438	0.0679088	0.101788	0.0766753	0.0937553	0.0643532	0.0651583	0.0538337	0.0567785	0.063767	0.078513	0.0654207	0.0548765	0.0617297	0.0524834	0.0582875	0.07512	0.057602	0.0742167	0.0497459	0.0611572	0.0897155	0.0863234	0.0735167	0.0884731	0.0752722	0.066161
StT_wav_db20__D_D_A_entrop	0.873247	0.889414	0.901478	0.895348	0.902643	0.889551	0.89782	0.882186	0.884969	0.894947	0.895404	0.900644	0.895136	0.897726	0.886024	0.887483	0.897714	0.884074	0.884853	0.883746	0.884651	0.901413	0.900169	0.888851	0.895961	0.881288	0.8836
StT_wav_db20__D_D_H_energ	0.0442002	0.0568177	0.0850591	0.0643884	0.0782442	0.0545768	0.0535012	0.0466909	0.0483267	0.0552502	0.067633	0.0599528	0.0458168	0.0497748	0.0429876	0.0471169	0.0650194	0.04857	0.0625915	0.0441306	0.0511968	0.0745621	0.0685373	0.065783	0.0760886	0.0603271	0.0533594
